dataset,image_id,method,height,width,preproc_time_s,filter_time_s,odps_time_s,total_time_s,magnitude_min,magnitude_max,magnitude_mean,status,error_message
BSDS500,100007,GWi,321,481,0.009472,0.012859,,0.022332,0.0000,4.0830,0.4434,OK,
BSDS500,100007,GWi_odps,321,481,0.009472,0.020528,0.006320,0.036320,0.0000,4.0830,0.2178,OK,
BSDS500,100007,GWC,321,481,0.009472,0.023897,,0.033369,0.0000,5.8645,1.3278,OK,
BSDS500,100007,Canny,321,481,0.009472,0.002412,,0.011884,0.0000,424.4997,44.6385,OK,
BSDS500,100007,Sobel,321,481,0.009472,0.002202,,0.011674,0.0000,927.3878,96.9666,OK,
BSDS500,100007,LoG,321,481,0.009472,0.001354,,0.010826,0.0000,38.0000,3.5207,OK,
BSDS500,100007,ED,321,481,0.009472,0.004146,,0.013619,0.0000,255.0000,55.2574,OK,
BSDS500,100007,PC,321,481,0.009472,0.319995,,0.329467,0.0000,0.6147,0.0211,OK,
BSDS500,100039,GWi,321,481,0.006072,0.011331,,0.017404,0.0000,4.5470,0.7827,OK,
BSDS500,100039,GWi_odps,321,481,0.006072,0.018872,0.005868,0.030812,0.0000,4.5470,0.3645,OK,
BSDS500,100039,GWC,321,481,0.006072,0.023780,,0.029853,0.0000,6.0143,1.6642,OK,
BSDS500,100039,Canny,321,481,0.006072,0.003079,,0.009151,0.0000,446.4012,76.2555,OK,
BSDS500,100039,Sobel,321,481,0.006072,0.002740,,0.008812,0.0000,977.2471,173.7560,OK,
BSDS500,100039,LoG,321,481,0.006072,0.001516,,0.007589,0.0000,51.0000,6.0722,OK,
BSDS500,100039,ED,321,481,0.006072,0.005621,,0.011694,0.0000,255.0000,60.6496,OK,
BSDS500,100039,PC,321,481,0.006072,0.351439,,0.357512,0.0000,0.4352,0.0129,OK,
BSDS500,100099,GWi,321,481,0.007011,0.012520,,0.019531,0.0000,4.2886,0.4042,OK,
BSDS500,100099,GWi_odps,321,481,0.007011,0.024312,0.006444,0.037767,0.0000,4.2886,0.1876,OK,
BSDS500,100099,GWC,321,481,0.007011,0.027213,,0.034223,0.0000,4.9803,1.2862,OK,
BSDS500,100099,Canny,321,481,0.007011,0.003018,,0.010028,0.0000,475.7899,51.6548,OK,
BSDS500,100099,Sobel,321,481,0.007011,0.002319,,0.009330,0.0000,1019.2752,87.0952,OK,
BSDS500,100099,LoG,321,481,0.007011,0.001303,,0.008314,0.0000,40.0000,3.1345,OK,
BSDS500,100099,ED,321,481,0.007011,0.004159,,0.011170,0.0000,255.0000,43.6404,OK,
BSDS500,100099,PC,321,481,0.007011,0.352534,,0.359544,0.0000,0.5927,0.0345,OK,
BSDS500,10081,GWi,321,481,0.006443,0.012075,,0.018518,0.0000,4.6673,0.4370,OK,
BSDS500,10081,GWi_odps,321,481,0.006443,0.019302,0.006131,0.031877,0.0000,4.6673,0.2296,OK,
BSDS500,10081,GWC,321,481,0.006443,0.024160,,0.030603,0.0000,6.2783,1.3713,OK,
BSDS500,10081,Canny,321,481,0.006443,0.002570,,0.009014,0.0000,463.2429,45.7314,OK,
BSDS500,10081,Sobel,321,481,0.006443,0.002339,,0.008783,0.0000,1020.0951,90.5956,OK,
BSDS500,10081,LoG,321,481,0.006443,0.001377,,0.007821,0.0000,50.0000,3.6344,OK,
BSDS500,10081,ED,321,481,0.006443,0.003590,,0.010033,0.0000,255.0000,40.3951,OK,
BSDS500,10081,PC,321,481,0.006443,0.346762,,0.353206,0.0000,0.6931,0.0280,OK,
BSDS500,101027,GWi,321,481,0.006339,0.011130,,0.017469,0.0000,4.2179,0.5144,OK,
BSDS500,101027,GWi_odps,321,481,0.006339,0.020373,0.005967,0.032679,0.0000,4.2179,0.2441,OK,
BSDS500,101027,GWC,321,481,0.006339,0.024475,,0.030814,0.0095,4.8685,1.4012,OK,
BSDS500,101027,Canny,321,481,0.006339,0.002401,,0.008740,0.0000,445.1359,49.9794,OK,
BSDS500,101027,Sobel,321,481,0.006339,0.002032,,0.008372,0.0000,993.3710,108.9567,OK,
BSDS500,101027,LoG,321,481,0.006339,0.001253,,0.007592,0.0000,49.0000,3.9538,OK,
BSDS500,101027,ED,321,481,0.006339,0.004786,,0.011125,0.0000,255.0000,54.5951,OK,
BSDS500,101027,PC,321,481,0.006339,0.336007,,0.342346,0.0000,0.6806,0.0189,OK,
BSDS500,101084,GWi,481,321,0.009178,0.014023,,0.023200,0.0000,4.3461,0.7727,OK,
BSDS500,101084,GWi_odps,481,321,0.009178,0.024237,0.007440,0.040854,0.0000,4.3461,0.3647,OK,
BSDS500,101084,GWC,481,321,0.009178,0.041014,,0.050192,0.0089,5.0491,1.6691,OK,
BSDS500,101084,Canny,481,321,0.009178,0.003148,,0.012326,0.0000,464.8376,66.7713,OK,
BSDS500,101084,Sobel,481,321,0.009178,0.002550,,0.011727,0.0000,1000.4289,168.5133,OK,
BSDS500,101084,LoG,481,321,0.009178,0.001418,,0.010596,0.0000,45.0000,5.3150,OK,
BSDS500,101084,ED,481,321,0.009178,0.005850,,0.015028,0.0000,255.0000,59.5266,OK,
BSDS500,101084,PC,481,321,0.009178,0.373722,,0.382900,0.0000,0.5300,0.0155,OK,
BSDS500,102062,GWi,321,481,0.006181,0.010944,,0.017125,0.0049,4.8901,0.8150,OK,
BSDS500,102062,GWi_odps,321,481,0.006181,0.019368,0.006514,0.032063,0.0000,4.8901,0.3799,OK,
BSDS500,102062,GWC,321,481,0.006181,0.026750,,0.032930,0.0089,6.0483,1.6713,OK,
BSDS500,102062,Canny,321,481,0.006181,0.002540,,0.008721,0.0000,457.6898,73.9053,OK,
BSDS500,102062,Sobel,321,481,0.006181,0.002385,,0.008566,0.0000,1062.2703,179.5110,OK,
BSDS500,102062,LoG,321,481,0.006181,0.001442,,0.007623,0.0000,49.0000,5.9106,OK,
BSDS500,102062,ED,321,481,0.006181,0.005585,,0.011765,0.0000,255.0000,63.9065,OK,
BSDS500,102062,PC,321,481,0.006181,0.349474,,0.355655,0.0000,0.4153,0.0122,OK,
BSDS500,103006,GWi,321,481,0.006916,0.012107,,0.019022,0.0000,4.2724,0.5517,OK,
BSDS500,103006,GWi_odps,321,481,0.006916,0.022201,0.006344,0.035461,0.0000,4.2724,0.2666,OK,
BSDS500,103006,GWC,321,481,0.006916,0.026924,,0.033839,0.0000,4.7376,1.4148,OK,
BSDS500,103006,Canny,321,481,0.006916,0.002911,,0.009827,0.0000,441.2709,62.4181,OK,
BSDS500,103006,Sobel,321,481,0.006916,0.002447,,0.009362,0.0000,998.8644,118.4447,OK,
BSDS500,103006,LoG,321,481,0.006916,0.001624,,0.008540,0.0000,40.0000,4.3862,OK,
BSDS500,103006,ED,321,481,0.006916,0.005617,,0.012532,0.0000,255.0000,55.2788,OK,
BSDS500,103006,PC,321,481,0.006916,0.346148,,0.353063,0.0000,0.5371,0.0271,OK,
BSDS500,103029,GWi,321,481,0.006860,0.011095,,0.017954,0.0000,3.9950,0.4068,OK,
BSDS500,103029,GWi_odps,321,481,0.006860,0.019496,0.005686,0.032041,0.0000,3.9950,0.1972,OK,
BSDS500,103029,GWC,321,481,0.006860,0.028145,,0.035005,0.0083,4.5840,1.2960,OK,
BSDS500,103029,Canny,321,481,0.006860,0.002586,,0.009446,0.0000,411.5337,54.4742,OK,
BSDS500,103029,Sobel,321,481,0.006860,0.002604,,0.009463,0.0000,934.8636,88.0115,OK,
BSDS500,103029,LoG,321,481,0.006860,0.001511,,0.008370,0.0000,42.0000,3.5789,OK,
BSDS500,103029,ED,321,481,0.006860,0.004641,,0.011500,0.0000,255.0000,43.6520,OK,
BSDS500,103029,PC,321,481,0.006860,0.327267,,0.334127,0.0000,0.5696,0.0367,OK,
BSDS500,103078,GWi,321,481,0.006057,0.011039,,0.017096,0.0000,4.2064,0.4679,OK,
BSDS500,103078,GWi_odps,321,481,0.006057,0.018812,0.005761,0.030630,0.0000,4.2064,0.2271,OK,
BSDS500,103078,GWC,321,481,0.006057,0.024475,,0.030532,0.0000,4.5269,1.3956,OK,
BSDS500,103078,Canny,321,481,0.006057,0.002240,,0.008296,0.0000,416.9244,53.7104,OK,
BSDS500,103078,Sobel,321,481,0.006057,0.002190,,0.008247,0.0000,931.6577,99.6616,OK,
BSDS500,103078,LoG,321,481,0.006057,0.001375,,0.007431,0.0000,43.0000,3.7492,OK,
BSDS500,103078,ED,321,481,0.006057,0.004445,,0.010502,0.0000,255.0000,48.9551,OK,
BSDS500,103078,PC,321,481,0.006057,0.321110,,0.327166,0.0000,0.5521,0.0260,OK,
BSDS500,104010,GWi,481,321,0.006116,0.011108,,0.017223,0.0000,5.3418,0.8873,OK,
BSDS500,104010,GWi_odps,481,321,0.006116,0.019767,0.006718,0.032601,0.0000,5.3418,0.4317,OK,
BSDS500,104010,GWC,481,321,0.006116,0.029407,,0.035523,0.0064,5.8829,1.7416,OK,
BSDS500,104010,Canny,481,321,0.006116,0.002275,,0.008391,0.0000,507.6849,101.7745,OK,
BSDS500,104010,Sobel,481,321,0.006116,0.002159,,0.008275,0.0000,1071.1088,193.9843,OK,
BSDS500,104010,LoG,481,321,0.006116,0.001393,,0.007509,0.0000,51.0000,7.3996,OK,
BSDS500,104010,ED,481,321,0.006116,0.005026,,0.011142,0.0000,255.0000,59.3185,OK,
BSDS500,104010,PC,481,321,0.006116,0.322000,,0.328115,0.0000,0.4308,0.0174,OK,
BSDS500,104055,GWi,481,321,0.005990,0.011051,,0.017041,0.0029,4.3240,0.4342,OK,
BSDS500,104055,GWi_odps,481,321,0.005990,0.018788,0.006020,0.030798,0.0000,4.3240,0.2129,OK,
BSDS500,104055,GWC,481,321,0.005990,0.024050,,0.030040,0.0131,4.8512,1.3424,OK,
BSDS500,104055,Canny,481,321,0.005990,0.002439,,0.008429,0.0000,427.5067,46.9511,OK,
BSDS500,104055,Sobel,481,321,0.005990,0.002179,,0.008169,0.0000,1023.0347,93.4970,OK,
BSDS500,104055,LoG,481,321,0.005990,0.001537,,0.007527,0.0000,45.0000,3.4979,OK,
BSDS500,104055,ED,481,321,0.005990,0.004492,,0.010482,0.0000,255.0000,55.9807,OK,
BSDS500,104055,PC,481,321,0.005990,0.324471,,0.330461,0.0000,0.6078,0.0238,OK,
BSDS500,105027,GWi,321,481,0.005958,0.010937,,0.016894,0.0000,5.0257,0.7608,OK,
BSDS500,105027,GWi_odps,321,481,0.005958,0.019338,0.005600,0.030896,0.0000,5.0257,0.3647,OK,
BSDS500,105027,GWC,321,481,0.005958,0.023875,,0.029833,0.0000,6.0479,1.6151,OK,
BSDS500,105027,Canny,321,481,0.005958,0.002376,,0.008334,0.0000,512.0820,85.1148,OK,
BSDS500,105027,Sobel,321,481,0.005958,0.002490,,0.008447,0.0000,1119.5892,166.8411,OK,
BSDS500,105027,LoG,321,481,0.005958,0.001317,,0.007275,0.0000,44.0000,6.0990,OK,
BSDS500,105027,ED,321,481,0.005958,0.005004,,0.010962,0.0000,255.0000,57.9824,OK,
BSDS500,105027,PC,321,481,0.005958,0.325318,,0.331275,0.0000,0.4443,0.0191,OK,
BSDS500,106005,GWi,321,481,0.006072,0.011140,,0.017212,0.0000,4.2250,0.2761,OK,
BSDS500,106005,GWi_odps,321,481,0.006072,0.018220,0.005636,0.029928,0.0000,4.2250,0.1389,OK,
BSDS500,106005,GWC,321,481,0.006072,0.023740,,0.029812,0.0000,5.2580,1.2098,OK,
BSDS500,106005,Canny,321,481,0.006072,0.002283,,0.008355,0.0000,396.3761,40.8847,OK,
BSDS500,106005,Sobel,321,481,0.006072,0.002090,,0.008162,0.0000,990.3716,54.1642,OK,
BSDS500,106005,LoG,321,481,0.006072,0.001436,,0.007508,0.0000,36.0000,2.4488,OK,
BSDS500,106005,ED,321,481,0.006072,0.003017,,0.009089,0.0000,255.0000,24.8491,OK,
BSDS500,106005,PC,321,481,0.006072,0.320484,,0.326556,0.0000,0.6271,0.0447,OK,
BSDS500,106047,GWi,321,481,0.005788,0.011148,,0.016936,0.0000,4.6050,0.4529,OK,
BSDS500,106047,GWi_odps,321,481,0.005788,0.017914,0.005627,0.029330,0.0000,4.6050,0.2160,OK,
BSDS500,106047,GWC,321,481,0.005788,0.025288,,0.031076,0.0000,5.1215,1.3279,OK,
BSDS500,106047,Canny,321,481,0.005788,0.002206,,0.007995,0.0000,469.3911,68.6984,OK,
BSDS500,106047,Sobel,321,481,0.005788,0.002225,,0.008013,0.0000,1020.8477,96.3903,OK,
BSDS500,106047,LoG,321,481,0.005788,0.001338,,0.007126,0.0000,49.0000,4.0137,OK,
BSDS500,106047,ED,321,481,0.005788,0.003700,,0.009488,0.0000,255.0000,37.2654,OK,
BSDS500,106047,PC,321,481,0.005788,0.323165,,0.328953,0.0000,0.5973,0.0498,OK,
BSDS500,107014,GWi,321,481,0.005819,0.010853,,0.016672,0.0000,5.4043,0.6028,OK,
BSDS500,107014,GWi_odps,321,481,0.005819,0.019093,0.005775,0.030687,0.0000,5.4043,0.2866,OK,
BSDS500,107014,GWC,321,481,0.005819,0.023608,,0.029428,0.0000,5.5989,1.4618,OK,
BSDS500,107014,Canny,321,481,0.005819,0.002348,,0.008167,0.0000,463.3185,63.6420,OK,
BSDS500,107014,Sobel,321,481,0.005819,0.002143,,0.007962,0.0000,1099.4008,132.1830,OK,
BSDS500,107014,LoG,321,481,0.005819,0.001381,,0.007200,0.0000,47.0000,4.6887,OK,
BSDS500,107014,ED,321,481,0.005819,0.004967,,0.010787,0.0000,255.0000,58.3226,OK,
BSDS500,107014,PC,321,481,0.005819,0.322022,,0.327841,0.0000,0.5175,0.0208,OK,
BSDS500,107045,GWi,321,481,0.006008,0.010881,,0.016889,0.0000,4.9999,0.8226,OK,
BSDS500,107045,GWi_odps,321,481,0.006008,0.020002,0.006178,0.032188,0.0000,4.9999,0.3893,OK,
BSDS500,107045,GWC,321,481,0.006008,0.024043,,0.030052,0.0100,7.0097,1.7034,OK,
BSDS500,107045,Canny,321,481,0.006008,0.002192,,0.008200,0.0000,505.2128,80.2388,OK,
BSDS500,107045,Sobel,321,481,0.006008,0.002122,,0.008130,0.0000,1123.0503,179.6669,OK,
BSDS500,107045,LoG,321,481,0.006008,0.001324,,0.007332,0.0000,63.0000,6.2371,OK,
BSDS500,107045,ED,321,481,0.006008,0.005203,,0.011211,0.0000,255.0000,57.8750,OK,
BSDS500,107045,PC,321,481,0.006008,0.335412,,0.341420,0.0000,0.4778,0.0185,OK,
BSDS500,107072,GWi,321,481,0.007078,0.012205,,0.019283,0.0028,4.5473,0.6312,OK,
BSDS500,107072,GWi_odps,321,481,0.007078,0.020058,0.005499,0.032635,0.0000,4.5473,0.2994,OK,
BSDS500,107072,GWC,321,481,0.007078,0.023776,,0.030854,0.0107,5.2050,1.4974,OK,
BSDS500,107072,Canny,321,481,0.007078,0.002174,,0.009253,0.0000,461.4174,60.1993,OK,
BSDS500,107072,Sobel,321,481,0.007078,0.002136,,0.009214,0.0000,1081.6478,138.1265,OK,
BSDS500,107072,LoG,321,481,0.007078,0.001295,,0.008373,0.0000,45.0000,4.7244,OK,
BSDS500,107072,ED,321,481,0.007078,0.005467,,0.012546,0.0000,255.0000,63.9511,OK,
BSDS500,107072,PC,321,481,0.007078,0.319515,,0.326593,0.0000,0.4919,0.0165,OK,
BSDS500,108004,GWi,321,481,0.006285,0.010816,,0.017102,0.0035,5.6693,1.1417,OK,
BSDS500,108004,GWi_odps,321,481,0.006285,0.019527,0.005724,0.031536,0.0000,5.6693,0.5047,OK,
BSDS500,108004,GWC,321,481,0.006285,0.023979,,0.030264,0.0168,6.7719,2.0343,OK,
BSDS500,108004,Canny,321,481,0.006285,0.002190,,0.008475,0.0000,506.1225,87.8743,OK,
BSDS500,108004,Sobel,321,481,0.006285,0.002097,,0.008383,0.0000,1113.7864,257.5462,OK,
BSDS500,108004,LoG,321,481,0.006285,0.001288,,0.007574,0.0000,60.0000,7.8841,OK,
BSDS500,108004,ED,321,481,0.006285,0.005871,,0.012156,0.0000,255.0000,70.4780,OK,
BSDS500,108004,PC,321,481,0.006285,0.321548,,0.327833,0.0000,0.3139,0.0036,OK,
BSDS500,108036,GWi,321,481,0.006026,0.010962,,0.016988,0.0035,4.7352,0.7630,OK,
BSDS500,108036,GWi_odps,321,481,0.006026,0.019722,0.005866,0.031614,0.0000,4.7352,0.3652,OK,
BSDS500,108036,GWC,321,481,0.006026,0.023853,,0.029880,0.0089,6.0527,1.6411,OK,
BSDS500,108036,Canny,321,481,0.006026,0.002445,,0.008471,0.0000,445.3246,79.4422,OK,
BSDS500,108036,Sobel,321,481,0.006026,0.002107,,0.008134,0.0000,1013.8264,164.5475,OK,
BSDS500,108036,LoG,321,481,0.006026,0.001174,,0.007200,0.0000,46.0000,6.0909,OK,
BSDS500,108036,ED,321,481,0.006026,0.004840,,0.010866,0.0000,255.0000,60.1971,OK,
BSDS500,108036,PC,321,481,0.006026,0.321799,,0.327825,0.0000,0.4609,0.0183,OK,
BSDS500,108069,GWi,321,481,0.006093,0.010861,,0.016954,0.0035,4.5463,0.7361,OK,
BSDS500,108069,GWi_odps,321,481,0.006093,0.019689,0.005809,0.031592,0.0000,4.5463,0.3650,OK,
BSDS500,108069,GWC,321,481,0.006093,0.023814,,0.029907,0.0118,5.4250,1.5958,OK,
BSDS500,108069,Canny,321,481,0.006093,0.002365,,0.008459,0.0000,418.8221,90.7709,OK,
BSDS500,108069,Sobel,321,481,0.006093,0.001952,,0.008045,0.0000,1009.1234,157.4802,OK,
BSDS500,108069,LoG,321,481,0.006093,0.001150,,0.007243,0.0000,48.0000,6.4914,OK,
BSDS500,108069,ED,321,481,0.006093,0.004659,,0.010753,0.0000,255.0000,55.3284,OK,
BSDS500,108069,PC,321,481,0.006093,0.321400,,0.327494,0.0000,0.4304,0.0230,OK,
BSDS500,109055,GWi,321,481,0.006011,0.010982,,0.016992,0.0000,4.5934,0.7244,OK,
BSDS500,109055,GWi_odps,321,481,0.006011,0.019314,0.005743,0.031067,0.0000,4.5934,0.3500,OK,
BSDS500,109055,GWC,321,481,0.006011,0.023877,,0.029888,0.0088,5.8674,1.5710,OK,
BSDS500,109055,Canny,321,481,0.006011,0.002421,,0.008431,0.0000,429.6650,87.2829,OK,
BSDS500,109055,Sobel,321,481,0.006011,0.002019,,0.008030,0.0000,1006.8763,157.4224,OK,
BSDS500,109055,LoG,321,481,0.006011,0.001158,,0.007168,0.0000,52.0000,5.9989,OK,
BSDS500,109055,ED,321,481,0.006011,0.004365,,0.010376,0.0000,255.0000,54.0369,OK,
BSDS500,109055,PC,321,481,0.006011,0.317050,,0.323061,0.0000,0.4658,0.0306,OK,
BSDS500,112056,GWi,321,481,0.005942,0.010896,,0.016838,0.0000,4.6310,0.4028,OK,
BSDS500,112056,GWi_odps,321,481,0.005942,0.019271,0.005755,0.030968,0.0000,4.6310,0.1995,OK,
BSDS500,112056,GWC,321,481,0.005942,0.023296,,0.029238,0.0000,4.8655,1.2904,OK,
BSDS500,112056,Canny,321,481,0.005942,0.002482,,0.008424,0.0000,489.9510,49.1331,OK,
BSDS500,112056,Sobel,321,481,0.005942,0.001990,,0.007932,0.0000,1082.7050,83.6327,OK,
BSDS500,112056,LoG,321,481,0.005942,0.001136,,0.007078,0.0000,64.0000,3.1991,OK,
BSDS500,112056,ED,321,481,0.005942,0.003963,,0.009905,0.0000,255.0000,43.5941,OK,
BSDS500,112056,PC,321,481,0.005942,0.318736,,0.324678,0.0000,0.6932,0.0333,OK,
BSDS500,112090,GWi,321,481,0.006125,0.010896,,0.017021,0.0000,5.0876,0.5774,OK,
BSDS500,112090,GWi_odps,321,481,0.006125,0.020543,0.005956,0.032623,0.0000,5.0876,0.2815,OK,
BSDS500,112090,GWC,321,481,0.006125,0.024099,,0.030223,0.0000,5.2207,1.4628,OK,
BSDS500,112090,Canny,321,481,0.006125,0.002429,,0.008553,0.0000,509.5194,62.2500,OK,
BSDS500,112090,Sobel,321,481,0.006125,0.001995,,0.008120,0.0000,1085.0262,125.9106,OK,
BSDS500,112090,LoG,321,481,0.006125,0.001209,,0.007334,0.0000,47.0000,4.5704,OK,
BSDS500,112090,ED,321,481,0.006125,0.004915,,0.011039,0.0000,255.0000,59.5134,OK,
BSDS500,112090,PC,321,481,0.006125,0.322088,,0.328213,0.0000,0.5741,0.0224,OK,
BSDS500,117025,GWi,481,321,0.006091,0.011313,,0.017404,0.0000,4.3479,0.5493,OK,
BSDS500,117025,GWi_odps,481,321,0.006091,0.021064,0.005989,0.033143,0.0000,4.3479,0.2656,OK,
BSDS500,117025,GWC,481,321,0.006091,0.024170,,0.030261,0.0119,5.6766,1.4160,OK,
BSDS500,117025,Canny,481,321,0.006091,0.002382,,0.008473,0.0000,451.0543,49.6172,OK,
BSDS500,117025,Sobel,481,321,0.006091,0.002128,,0.008219,0.0000,1024.2549,118.4317,OK,
BSDS500,117025,LoG,481,321,0.006091,0.001132,,0.007223,0.0000,43.0000,4.0756,OK,
BSDS500,117025,ED,481,321,0.006091,0.004500,,0.010591,0.0000,255.0000,52.8114,OK,
BSDS500,117025,PC,481,321,0.006091,0.319203,,0.325295,0.0000,0.5415,0.0181,OK,
BSDS500,118015,GWi,321,481,0.005934,0.012037,,0.017972,0.0000,4.6830,0.5533,OK,
BSDS500,118015,GWi_odps,321,481,0.005934,0.020225,0.006051,0.032211,0.0000,4.6830,0.2793,OK,
BSDS500,118015,GWC,321,481,0.005934,0.024242,,0.030177,0.0178,6.3070,1.4963,OK,
BSDS500,118015,Canny,321,481,0.005934,0.002399,,0.008334,0.0000,481.8734,56.7830,OK,
BSDS500,118015,Sobel,321,481,0.005934,0.001996,,0.007930,0.0000,1057.2134,118.2463,OK,
BSDS500,118015,LoG,321,481,0.005934,0.001387,,0.007321,0.0000,50.0000,4.5749,OK,
BSDS500,118015,ED,321,481,0.005934,0.003579,,0.009513,0.0000,255.0000,36.5767,OK,
BSDS500,118015,PC,321,481,0.005934,0.318903,,0.324837,0.0000,0.6719,0.0370,OK,
BSDS500,118031,GWi,321,481,0.006658,0.011172,,0.017830,0.0000,4.7728,0.6275,OK,
BSDS500,118031,GWi_odps,321,481,0.006658,0.020186,0.005786,0.032630,0.0000,4.7728,0.3019,OK,
BSDS500,118031,GWC,321,481,0.006658,0.024338,,0.030996,0.0167,6.4631,1.5674,OK,
BSDS500,118031,Canny,321,481,0.006658,0.002428,,0.009086,0.0000,490.0163,59.0625,OK,
BSDS500,118031,Sobel,321,481,0.006658,0.002144,,0.008802,0.0000,1053.0460,134.3134,OK,
BSDS500,118031,LoG,321,481,0.006658,0.001170,,0.007828,0.0000,54.0000,4.9244,OK,
BSDS500,118031,ED,321,481,0.006658,0.004163,,0.010820,0.0000,255.0000,43.1895,OK,
BSDS500,118031,PC,321,481,0.006658,0.320616,,0.327274,0.0000,0.5838,0.0278,OK,
BSDS500,118072,GWi,321,481,0.006236,0.011253,,0.017489,0.0000,4.6363,0.4962,OK,
BSDS500,118072,GWi_odps,321,481,0.006236,0.020720,0.006366,0.033322,0.0000,4.6363,0.2462,OK,
BSDS500,118072,GWC,321,481,0.006236,0.024460,,0.030696,0.0516,4.7950,1.3715,OK,
BSDS500,118072,Canny,321,481,0.006236,0.002463,,0.008700,0.0000,456.2565,51.2198,OK,
BSDS500,118072,Sobel,321,481,0.006236,0.001987,,0.008223,0.0000,1051.1565,106.9012,OK,
BSDS500,118072,LoG,321,481,0.006236,0.001163,,0.007399,0.0000,42.0000,3.7431,OK,
BSDS500,118072,ED,321,481,0.006236,0.004588,,0.010824,0.0000,255.0000,57.1517,OK,
BSDS500,118072,PC,321,481,0.006236,0.325659,,0.331896,0.0000,0.5725,0.0221,OK,
BSDS500,120003,GWi,321,481,0.006194,0.010843,,0.017037,0.0000,4.0980,0.2372,OK,
BSDS500,120003,GWi_odps,321,481,0.006194,0.019196,0.005681,0.031071,0.0000,4.0980,0.1297,OK,
BSDS500,120003,GWC,321,481,0.006194,0.024149,,0.030343,0.0307,6.1739,1.2007,OK,
BSDS500,120003,Canny,321,481,0.006194,0.002434,,0.008628,0.0000,425.0600,29.3604,OK,
BSDS500,120003,Sobel,321,481,0.006194,0.002046,,0.008240,0.0000,934.0771,47.9969,OK,
BSDS500,120003,LoG,321,481,0.006194,0.001152,,0.007346,0.0000,40.0000,2.2897,OK,
BSDS500,120003,ED,321,481,0.006194,0.002825,,0.009019,0.0000,255.0000,29.9772,OK,
BSDS500,120003,PC,321,481,0.006194,0.319612,,0.325805,0.0000,0.6858,0.0333,OK,
BSDS500,120093,GWi,321,481,0.006750,0.010930,,0.017680,0.0000,4.8015,0.5036,OK,
BSDS500,120093,GWi_odps,321,481,0.006750,0.020000,0.005775,0.032525,0.0000,4.8015,0.2502,OK,
BSDS500,120093,GWC,321,481,0.006750,0.023949,,0.030699,0.0116,5.6259,1.4505,OK,
BSDS500,120093,Canny,321,481,0.006750,0.002367,,0.009118,0.0000,495.2414,48.6379,OK,
BSDS500,120093,Sobel,321,481,0.006750,0.001971,,0.008721,0.0000,1081.7615,108.0713,OK,
BSDS500,120093,LoG,321,481,0.006750,0.001232,,0.007982,0.0000,53.0000,4.0821,OK,
BSDS500,120093,ED,321,481,0.006750,0.003522,,0.010272,0.0000,255.0000,35.1382,OK,
BSDS500,120093,PC,321,481,0.006750,0.318061,,0.324811,0.0000,0.6622,0.0374,OK,
BSDS500,123057,GWi,321,481,0.005940,0.010932,,0.016872,0.0000,4.7653,0.3956,OK,
BSDS500,123057,GWi_odps,321,481,0.005940,0.019030,0.005679,0.030649,0.0000,4.7653,0.1849,OK,
BSDS500,123057,GWC,321,481,0.005940,0.023780,,0.029720,0.0000,5.0544,1.3006,OK,
BSDS500,123057,Canny,321,481,0.005940,0.002354,,0.008293,0.0000,474.2700,48.1922,OK,
BSDS500,123057,Sobel,321,481,0.005940,0.001992,,0.007932,0.0000,1080.8562,85.9887,OK,
BSDS500,123057,LoG,321,481,0.005940,0.001145,,0.007085,0.0000,42.0000,3.1686,OK,
BSDS500,123057,ED,321,481,0.005940,0.003863,,0.009803,0.0000,255.0000,46.3043,OK,
BSDS500,123057,PC,321,481,0.005940,0.319739,,0.325679,0.0000,0.6653,0.0316,OK,
BSDS500,128035,GWi,321,481,0.006370,0.011369,,0.017740,0.0000,4.1965,0.3631,OK,
BSDS500,128035,GWi_odps,321,481,0.006370,0.019573,0.005797,0.031741,0.0000,4.1965,0.1936,OK,
BSDS500,128035,GWC,321,481,0.006370,0.023842,,0.030213,0.0114,4.9978,1.2943,OK,
BSDS500,128035,Canny,321,481,0.006370,0.002391,,0.008762,0.0000,441.2641,43.4830,OK,
BSDS500,128035,Sobel,321,481,0.006370,0.002045,,0.008415,0.0000,1021.8464,73.3040,OK,
BSDS500,128035,LoG,321,481,0.006370,0.001140,,0.007511,0.0000,50.0000,3.1375,OK,
BSDS500,128035,ED,321,481,0.006370,0.003336,,0.009707,0.0000,255.0000,36.9401,OK,
BSDS500,128035,PC,321,481,0.006370,0.320490,,0.326861,0.0000,0.6786,0.0433,OK,
BSDS500,130014,GWi,481,321,0.006008,0.010986,,0.016994,0.0000,4.7891,0.7105,OK,
BSDS500,130014,GWi_odps,481,321,0.006008,0.019370,0.005995,0.031373,0.0000,4.7891,0.3292,OK,
BSDS500,130014,GWC,481,321,0.006008,0.024054,,0.030063,0.0000,6.3549,1.5888,OK,
BSDS500,130014,Canny,481,321,0.006008,0.002345,,0.008353,0.0000,485.1989,74.0945,OK,
BSDS500,130014,Sobel,481,321,0.006008,0.002065,,0.008073,0.0000,1055.5472,156.3165,OK,
BSDS500,130014,LoG,481,321,0.006008,0.001111,,0.007120,0.0000,62.0000,5.4515,OK,
BSDS500,130014,ED,481,321,0.006008,0.004252,,0.010261,0.0000,255.0000,48.8196,OK,
