dataset,image_id,method,height,width,preproc_time_s,filter_time_s,odps_time_s,total_time_s,magnitude_min,magnitude_max,magnitude_mean,status,error_message
BSDS500,183066,Sobel,321,481,0.006106,0.002209,,0.008315,0.0000,945.9577,90.2864,OK,
BSDS500,183066,LoG,321,481,0.006106,0.001425,,0.007532,0.0000,38.0000,3.3062,OK,
BSDS500,183066,ED,321,481,0.006106,0.004354,,0.010460,0.0000,255.0000,48.7288,OK,
BSDS500,183066,PC,321,481,0.006106,0.319981,,0.326087,0.0000,0.6231,0.0223,OK,
BSDS500,185092,GWi,321,481,0.005846,0.011063,,0.016910,0.0000,4.7125,0.3649,OK,
BSDS500,185092,GWi_odps,321,481,0.005846,0.019869,0.006111,0.031826,0.0000,4.7125,0.1789,OK,
BSDS500,185092,GWC,321,481,0.005846,0.024270,,0.030116,0.0090,5.5593,1.2958,OK,
BSDS500,185092,Canny,321,481,0.005846,0.002325,,0.008171,0.0000,481.8070,40.8678,OK,
BSDS500,185092,Sobel,321,481,0.005846,0.002287,,0.008134,0.0000,1051.1603,75.3784,OK,
BSDS500,185092,LoG,321,481,0.005846,0.001530,,0.007377,0.0000,43.0000,2.9655,OK,
BSDS500,185092,ED,321,481,0.005846,0.003699,,0.009546,0.0000,255.0000,32.2596,OK,
BSDS500,185092,PC,321,481,0.005846,0.322768,,0.328614,0.0000,0.7022,0.0383,OK,
BSDS500,187058,GWi,321,481,0.006474,0.011146,,0.017620,0.0000,4.8881,0.8552,OK,
BSDS500,187058,GWi_odps,321,481,0.006474,0.019838,0.006022,0.032334,0.0000,4.8881,0.4104,OK,
BSDS500,187058,GWC,321,481,0.006474,0.024173,,0.030647,0.0000,5.8818,1.7261,OK,
BSDS500,187058,Canny,321,481,0.006474,0.002281,,0.008755,0.0000,453.8943,87.6911,OK,
BSDS500,187058,Sobel,321,481,0.006474,0.002234,,0.008708,0.0000,996.7477,182.7978,OK,
BSDS500,187058,LoG,321,481,0.006474,0.001415,,0.007889,0.0000,54.0000,6.9388,OK,
BSDS500,187058,ED,321,481,0.006474,0.005212,,0.011686,0.0000,255.0000,57.4919,OK,
BSDS500,187058,PC,321,481,0.006474,0.324052,,0.330526,0.0000,0.3912,0.0159,OK,
BSDS500,187099,GWi,321,481,0.006681,0.011043,,0.017724,0.0080,5.0262,1.0840,OK,
BSDS500,187099,GWi_odps,321,481,0.006681,0.019341,0.005800,0.031823,0.0000,5.0262,0.4950,OK,
BSDS500,187099,GWC,321,481,0.006681,0.024093,,0.030774,0.0199,6.3545,1.9628,OK,
BSDS500,187099,Canny,321,481,0.006681,0.002241,,0.008923,0.0000,425.0647,86.7969,OK,
BSDS500,187099,Sobel,321,481,0.006681,0.002142,,0.008823,0.0000,1064.8652,239.4478,OK,
BSDS500,187099,LoG,321,481,0.006681,0.001388,,0.008069,0.0000,53.0000,7.4611,OK,
BSDS500,187099,ED,321,481,0.006681,0.005269,,0.011951,0.0000,255.0000,65.2013,OK,
BSDS500,187099,PC,321,481,0.006681,0.324256,,0.330937,0.0000,0.3774,0.0070,OK,
BSDS500,188025,GWi,321,481,0.006498,0.012554,,0.019052,0.0000,4.1294,0.5059,OK,
BSDS500,188025,GWi_odps,321,481,0.006498,0.021867,0.006814,0.035179,0.0000,4.1294,0.2552,OK,
BSDS500,188025,GWC,321,481,0.006498,0.026882,,0.033380,0.0000,5.4232,1.3965,OK,
BSDS500,188025,Canny,321,481,0.006498,0.002710,,0.009208,0.0000,401.6018,50.8395,OK,
BSDS500,188025,Sobel,321,481,0.006498,0.002272,,0.008770,0.0000,986.6438,106.1414,OK,
BSDS500,188025,LoG,321,481,0.006498,0.001391,,0.007889,0.0000,46.0000,4.0261,OK,
BSDS500,188025,ED,321,481,0.006498,0.004670,,0.011168,0.0000,255.0000,50.4117,OK,
BSDS500,188025,PC,321,481,0.006498,0.339179,,0.345677,0.0000,0.5939,0.0238,OK,
BSDS500,189006,GWi,481,321,0.006119,0.010949,,0.017068,0.0000,4.5558,0.3342,OK,
BSDS500,189006,GWi_odps,481,321,0.006119,0.020085,0.005780,0.031983,0.0000,4.5558,0.1621,OK,
BSDS500,189006,GWC,481,321,0.006119,0.025105,,0.031223,0.0488,5.1390,1.2569,OK,
BSDS500,189006,Canny,481,321,0.006119,0.002381,,0.008499,0.0000,472.4510,45.7113,OK,
BSDS500,189006,Sobel,481,321,0.006119,0.002043,,0.008162,0.0000,1036.6340,70.1465,OK,
BSDS500,189006,LoG,481,321,0.006119,0.001284,,0.007403,0.0000,46.0000,3.0291,OK,
BSDS500,189006,ED,481,321,0.006119,0.003469,,0.009588,0.0000,255.0000,39.6073,OK,
BSDS500,189006,PC,481,321,0.006119,0.324096,,0.330215,0.0000,0.6487,0.0382,OK,
BSDS500,189013,GWi,481,321,0.006015,0.011069,,0.017084,0.0000,4.6214,0.3323,OK,
BSDS500,189013,GWi_odps,481,321,0.006015,0.019150,0.005904,0.031070,0.0000,4.6214,0.1636,OK,
BSDS500,189013,GWC,481,321,0.006015,0.023455,,0.029470,0.0000,4.8152,1.2668,OK,
BSDS500,189013,Canny,481,321,0.006015,0.002407,,0.008422,0.0000,495.9940,42.4374,OK,
BSDS500,189013,Sobel,481,321,0.006015,0.002017,,0.008033,0.0000,1085.0623,67.1099,OK,
BSDS500,189013,LoG,481,321,0.006015,0.001120,,0.007135,0.0000,44.0000,2.6620,OK,
BSDS500,189013,ED,481,321,0.006015,0.003270,,0.009286,0.0000,255.0000,36.9847,OK,
BSDS500,189013,PC,481,321,0.006015,0.325843,,0.331858,0.0000,0.6703,0.0377,OK,
BSDS500,189029,GWi,481,321,0.005935,0.010995,,0.016930,0.0000,3.9328,0.2809,OK,
BSDS500,189029,GWi_odps,481,321,0.005935,0.020301,0.006677,0.032913,0.0000,3.9328,0.1451,OK,
BSDS500,189029,GWC,481,321,0.005935,0.025557,,0.031492,0.0214,4.2061,1.1803,OK,
BSDS500,189029,Canny,481,321,0.005935,0.002475,,0.008410,0.0000,300.0433,31.1794,OK,
BSDS500,189029,Sobel,481,321,0.005935,0.002024,,0.007959,0.0000,808.9895,56.2790,OK,
BSDS500,189029,LoG,481,321,0.005935,0.001150,,0.007085,0.0000,29.0000,2.3208,OK,
BSDS500,189029,ED,481,321,0.005935,0.003361,,0.009296,0.0000,255.0000,33.9987,OK,
BSDS500,189029,PC,481,321,0.005935,0.323507,,0.329442,0.0000,0.6421,0.0386,OK,
BSDS500,189096,GWi,321,481,0.006532,0.011033,,0.017565,0.0000,4.5463,0.6509,OK,
BSDS500,189096,GWi_odps,321,481,0.006532,0.019669,0.005777,0.031978,0.0000,4.5463,0.3318,OK,
BSDS500,189096,GWC,321,481,0.006532,0.024596,,0.031127,0.0166,5.5665,1.5292,OK,
BSDS500,189096,Canny,321,481,0.006532,0.002428,,0.008959,0.0000,461.1139,84.5946,OK,
BSDS500,189096,Sobel,321,481,0.006532,0.002046,,0.008578,0.0000,1023.7744,138.3523,OK,
BSDS500,189096,LoG,321,481,0.006532,0.001478,,0.008009,0.0000,47.0000,5.9903,OK,
BSDS500,189096,ED,321,481,0.006532,0.004757,,0.011288,0.0000,255.0000,45.5843,OK,
BSDS500,189096,PC,321,481,0.006532,0.319866,,0.326398,0.0000,0.5195,0.0369,OK,
BSDS500,196027,GWi,481,321,0.005874,0.010968,,0.016842,0.0000,4.7596,0.2442,OK,
BSDS500,196027,GWi_odps,481,321,0.005874,0.019292,0.005799,0.030965,0.0000,4.7596,0.1274,OK,
BSDS500,196027,GWC,481,321,0.005874,0.025122,,0.030996,0.0000,5.1204,1.2105,OK,
BSDS500,196027,Canny,481,321,0.005874,0.002322,,0.008196,0.0000,508.3719,29.0326,OK,
BSDS500,196027,Sobel,481,321,0.005874,0.002016,,0.007890,0.0000,1058.7399,50.0417,OK,
BSDS500,196027,LoG,481,321,0.005874,0.001133,,0.007007,0.0000,40.0000,2.2892,OK,
BSDS500,196027,ED,481,321,0.005874,0.002682,,0.008556,0.0000,255.0000,21.6154,OK,
BSDS500,196027,PC,481,321,0.005874,0.323908,,0.329782,0.0000,0.7843,0.0300,OK,
BSDS500,196040,GWi,481,321,0.006316,0.010966,,0.017283,0.0000,5.3658,0.8730,OK,
BSDS500,196040,GWi_odps,481,321,0.006316,0.019537,0.005907,0.031760,0.0000,5.3658,0.4150,OK,
BSDS500,196040,GWC,481,321,0.006316,0.024635,,0.030952,0.0309,6.6890,1.7421,OK,
BSDS500,196040,Canny,481,321,0.006316,0.002331,,0.008647,0.0000,464.8118,90.2393,OK,
BSDS500,196040,Sobel,481,321,0.006316,0.002036,,0.008352,0.0000,1089.4816,187.4681,OK,
BSDS500,196040,LoG,481,321,0.006316,0.001124,,0.007441,0.0000,55.0000,6.7777,OK,
BSDS500,196040,ED,481,321,0.006316,0.004471,,0.010787,0.0000,255.0000,56.6034,OK,
BSDS500,196040,PC,481,321,0.006316,0.325944,,0.332260,0.0000,0.4943,0.0133,OK,
BSDS500,196062,GWi,321,481,0.005928,0.010902,,0.016830,0.0033,4.2090,0.4864,OK,
BSDS500,196062,GWi_odps,321,481,0.005928,0.019610,0.005837,0.031375,0.0000,4.2090,0.2334,OK,
BSDS500,196062,GWC,321,481,0.005928,0.024494,,0.030422,0.0211,5.2176,1.3650,OK,
BSDS500,196062,Canny,321,481,0.005928,0.002533,,0.008461,0.0000,429.5114,54.9720,OK,
BSDS500,196062,Sobel,321,481,0.005928,0.002018,,0.007947,0.0000,934.1370,103.8674,OK,
BSDS500,196062,LoG,321,481,0.005928,0.001138,,0.007067,0.0000,40.0000,3.7224,OK,
BSDS500,196062,ED,321,481,0.005928,0.004445,,0.010373,0.0000,255.0000,53.3845,OK,
BSDS500,196062,PC,321,481,0.005928,0.325473,,0.331401,0.0000,0.5433,0.0253,OK,
BSDS500,196088,GWi,321,481,0.006262,0.010966,,0.017228,0.0000,4.5315,0.9472,OK,
BSDS500,196088,GWi_odps,321,481,0.006262,0.020113,0.005708,0.032083,0.0000,4.5315,0.4397,OK,
BSDS500,196088,GWC,321,481,0.006262,0.024096,,0.030358,0.0628,6.2412,1.7925,OK,
BSDS500,196088,Canny,321,481,0.006262,0.002347,,0.008609,0.0000,420.4759,91.1369,OK,
BSDS500,196088,Sobel,321,481,0.006262,0.002029,,0.008291,0.0000,1032.3042,211.3542,OK,
BSDS500,196088,LoG,321,481,0.006262,0.001129,,0.007391,0.0000,47.0000,7.1898,OK,
BSDS500,196088,ED,321,481,0.006262,0.004996,,0.011258,0.0000,255.0000,60.2268,OK,
BSDS500,196088,PC,321,481,0.006262,0.327707,,0.333969,0.0000,0.3259,0.0107,OK,
BSDS500,198087,GWi,481,321,0.006435,0.010768,,0.017202,0.0000,4.6970,0.3125,OK,
BSDS500,198087,GWi_odps,481,321,0.006435,0.020604,0.006139,0.033178,0.0000,4.6970,0.1666,OK,
BSDS500,198087,GWC,481,321,0.006435,0.024523,,0.030958,0.0081,5.7986,1.2827,OK,
BSDS500,198087,Canny,481,321,0.006435,0.002293,,0.008728,0.0000,456.2149,34.4517,OK,
BSDS500,198087,Sobel,481,321,0.006435,0.002087,,0.008522,0.0000,1034.0077,60.6219,OK,
BSDS500,198087,LoG,481,321,0.006435,0.001158,,0.007593,0.0000,52.0000,2.7077,OK,
BSDS500,198087,ED,481,321,0.006435,0.002901,,0.009336,0.0000,255.0000,26.3917,OK,
BSDS500,198087,PC,481,321,0.006435,0.319766,,0.326201,0.0000,0.7284,0.0399,OK,
BSDS500,20069,GWi,481,321,0.006103,0.010887,,0.016990,0.0000,4.2345,0.3015,OK,
BSDS500,20069,GWi_odps,481,321,0.006103,0.018732,0.005920,0.030755,0.0000,4.2345,0.1557,OK,
BSDS500,20069,GWC,481,321,0.006103,0.024003,,0.030106,0.0000,5.3589,1.2369,OK,
BSDS500,20069,Canny,481,321,0.006103,0.002300,,0.008403,0.0000,412.4197,39.3195,OK,
BSDS500,20069,Sobel,481,321,0.006103,0.002038,,0.008141,0.0000,950.5041,60.9910,OK,
BSDS500,20069,LoG,481,321,0.006103,0.001141,,0.007243,0.0000,46.0000,2.7322,OK,
BSDS500,20069,ED,481,321,0.006103,0.003063,,0.009165,0.0000,255.0000,34.9483,OK,
BSDS500,20069,PC,481,321,0.006103,0.320737,,0.326840,0.0000,0.6351,0.0347,OK,
BSDS500,201080,GWi,321,481,0.006722,0.011434,,0.018156,0.0000,4.8373,0.3664,OK,
BSDS500,201080,GWi_odps,321,481,0.006722,0.020094,0.006180,0.032996,0.0000,4.8373,0.1920,OK,
BSDS500,201080,GWC,321,481,0.006722,0.024025,,0.030747,0.0035,6.2433,1.3490,OK,
BSDS500,201080,Canny,321,481,0.006722,0.002422,,0.009144,0.0000,487.0914,39.0301,OK,
BSDS500,201080,Sobel,321,481,0.006722,0.002040,,0.008762,0.0000,1086.5155,77.7394,OK,
BSDS500,201080,LoG,321,481,0.006722,0.001140,,0.007862,0.0000,54.0000,3.1620,OK,
BSDS500,201080,ED,321,481,0.006722,0.003431,,0.010153,0.0000,255.0000,27.5081,OK,
BSDS500,201080,PC,321,481,0.006722,0.322219,,0.328941,0.0000,0.7632,0.0321,OK,
BSDS500,2018,GWi,481,321,0.006126,0.010906,,0.017032,0.0000,4.2723,0.4056,OK,
BSDS500,2018,GWi_odps,481,321,0.006126,0.020446,0.006029,0.032601,0.0000,4.2723,0.2059,OK,
BSDS500,2018,GWC,481,321,0.006126,0.024486,,0.030611,0.0541,5.5500,1.3631,OK,
BSDS500,2018,Canny,481,321,0.006126,0.002442,,0.008568,0.0000,417.0971,40.7763,OK,
BSDS500,2018,Sobel,481,321,0.006126,0.002059,,0.008185,0.0000,938.3230,82.4200,OK,
BSDS500,2018,LoG,481,321,0.006126,0.001160,,0.007286,0.0000,46.0000,3.4488,OK,
BSDS500,2018,ED,481,321,0.006126,0.003545,,0.009671,0.0000,255.0000,33.0226,OK,
BSDS500,2018,PC,481,321,0.006126,0.322416,,0.328542,0.0000,0.6653,0.0341,OK,
BSDS500,202000,GWi,321,481,0.006580,0.011043,,0.017624,0.0000,5.2069,0.6640,OK,
BSDS500,202000,GWi_odps,321,481,0.006580,0.019802,0.006045,0.032427,0.0000,5.2069,0.3082,OK,
BSDS500,202000,GWC,321,481,0.006580,0.023719,,0.030299,0.0129,6.3076,1.6098,OK,
BSDS500,202000,Canny,321,481,0.006580,0.002627,,0.009208,0.0000,506.6222,55.7604,OK,
BSDS500,202000,Sobel,321,481,0.006580,0.002251,,0.008832,0.0000,1113.5978,146.8476,OK,
BSDS500,202000,LoG,321,481,0.006580,0.001292,,0.007873,0.0000,56.0000,4.7428,OK,
BSDS500,202000,ED,321,481,0.006580,0.004756,,0.011336,0.0000,255.0000,46.8246,OK,
BSDS500,202000,PC,321,481,0.006580,0.323607,,0.330187,0.0000,0.6186,0.0299,OK,
BSDS500,206062,GWi,321,481,0.006199,0.010952,,0.017151,0.0000,4.5652,0.4301,OK,
BSDS500,206062,GWi_odps,321,481,0.006199,0.019794,0.005866,0.031859,0.0000,4.5652,0.2184,OK,
BSDS500,206062,GWC,321,481,0.006199,0.024222,,0.030420,0.0032,5.5521,1.3623,OK,
BSDS500,206062,Canny,321,481,0.006199,0.002392,,0.008591,0.0000,482.2717,47.1085,OK,
BSDS500,206062,Sobel,321,481,0.006199,0.002059,,0.008258,0.0000,1054.0684,90.7520,OK,
BSDS500,206062,LoG,321,481,0.006199,0.001165,,0.007364,0.0000,47.0000,3.6936,OK,
BSDS500,206062,ED,321,481,0.006199,0.004019,,0.010218,0.0000,255.0000,46.7783,OK,
BSDS500,206062,PC,321,481,0.006199,0.322928,,0.329127,0.0000,0.6492,0.0309,OK,
BSDS500,206097,GWi,321,481,0.006133,0.010982,,0.017115,0.0000,4.2756,0.4009,OK,
BSDS500,206097,GWi_odps,321,481,0.006133,0.020033,0.006167,0.032332,0.0000,4.2756,0.2004,OK,
BSDS500,206097,GWC,321,481,0.006133,0.024208,,0.030341,0.0086,4.5552,1.3054,OK,
BSDS500,206097,Canny,321,481,0.006133,0.002406,,0.008538,0.0000,402.6040,40.5904,OK,
BSDS500,206097,Sobel,321,481,0.006133,0.002008,,0.008141,0.0000,865.6431,83.2743,OK,
BSDS500,206097,LoG,321,481,0.006133,0.001156,,0.007288,0.0000,47.0000,3.0564,OK,
BSDS500,206097,ED,321,481,0.006133,0.004580,,0.010713,0.0000,255.0000,56.6694,OK,
BSDS500,206097,PC,321,481,0.006133,0.323215,,0.329348,0.0000,0.5506,0.0188,OK,
BSDS500,207038,GWi,321,481,0.006131,0.011411,,0.017543,0.0000,4.8927,0.7899,OK,
BSDS500,207038,GWi_odps,321,481,0.006131,0.019736,0.005913,0.031781,0.0000,4.8927,0.3837,OK,
BSDS500,207038,GWC,321,481,0.006131,0.024094,,0.030225,0.0193,6.0838,1.6938,OK,
BSDS500,207038,Canny,321,481,0.006131,0.002457,,0.008588,0.0000,451.0100,77.8608,OK,
BSDS500,207038,Sobel,321,481,0.006131,0.002014,,0.008145,0.0000,1048.1536,171.8196,OK,
BSDS500,207038,LoG,321,481,0.006131,0.001158,,0.007289,0.0000,52.0000,5.8784,OK,
BSDS500,207038,ED,321,481,0.006131,0.004608,,0.010740,0.0000,255.0000,56.6975,OK,
BSDS500,207038,PC,321,481,0.006131,0.328314,,0.334445,0.0000,0.4978,0.0205,OK,
BSDS500,207049,GWi,321,481,0.006278,0.011031,,0.017309,0.0000,5.0772,1.0395,OK,
BSDS500,207049,GWi_odps,321,481,0.006278,0.020405,0.005891,0.032574,0.0000,5.0772,0.4731,OK,
BSDS500,207049,GWC,321,481,0.006278,0.025738,,0.032016,0.0071,5.9577,1.8954,OK,
BSDS500,207049,Canny,321,481,0.006278,0.002456,,0.008734,0.0000,482.7132,87.4739,OK,
BSDS500,207049,Sobel,321,481,0.006278,0.002002,,0.008280,0.0000,1085.2465,233.8893,OK,
BSDS500,207049,LoG,321,481,0.006278,0.001149,,0.007427,0.0000,47.0000,7.2040,OK,
BSDS500,207049,ED,321,481,0.006278,0.005378,,0.011656,0.0000,255.0000,67.0279,OK,
BSDS500,207049,PC,321,481,0.006278,0.323910,,0.330189,0.0000,0.4177,0.0077,OK,
BSDS500,208078,GWi,321,481,0.006316,0.010912,,0.017229,0.0000,4.7753,0.7619,OK,
BSDS500,208078,GWi_odps,321,481,0.006316,0.018986,0.006011,0.031313,0.0000,4.7753,0.3859,OK,
BSDS500,208078,GWC,321,481,0.006316,0.024499,,0.030816,0.0000,5.9364,1.6507,OK,
BSDS500,208078,Canny,321,481,0.006316,0.002408,,0.008724,0.0000,470.3807,103.3159,OK,
BSDS500,208078,Sobel,321,481,0.006316,0.002788,,0.009104,0.0000,1039.7942,158.6845,OK,
BSDS500,208078,LoG,321,481,0.006316,0.001299,,0.007616,0.0000,51.0000,7.1304,OK,
BSDS500,208078,ED,321,481,0.006316,0.003609,,0.009925,0.0000,255.0000,40.6627,OK,
BSDS500,208078,PC,321,481,0.006316,0.318811,,0.325127,0.0000,0.5266,0.0421,OK,
BSDS500,209021,GWi,321,481,0.005881,0.011060,,0.016941,0.0000,4.6486,0.7142,OK,
BSDS500,209021,GWi_odps,321,481,0.005881,0.019566,0.005854,0.031301,0.0000,4.6486,0.3456,OK,
BSDS500,209021,GWC,321,481,0.005881,0.023781,,0.029662,0.0056,4.9284,1.5448,OK,
BSDS500,209021,Canny,321,481,0.005881,0.002441,,0.008322,0.0000,497.7751,83.8682,OK,
BSDS500,209021,Sobel,321,481,0.005881,0.002137,,0.008018,0.0000,1048.1460,155.4071,OK,
BSDS500,209021,LoG,321,481,0.005881,0.001252,,0.007133,0.0000,53.0000,5.9831,OK,
BSDS500,209021,ED,321,481,0.005881,0.004966,,0.010846,0.0000,255.0000,57.4143,OK,
BSDS500,209021,PC,321,481,0.005881,0.322458,,0.328338,0.0000,0.4608,0.0169,OK,
BSDS500,217013,GWi,481,321,0.005980,0.011122,,0.017102,0.0000,5.5808,0.8292,OK,
BSDS500,217013,GWi_odps,481,321,0.005980,0.018822,0.006541,0.031342,0.0000,5.5808,0.3919,OK,
BSDS500,217013,GWC,481,321,0.005980,0.025452,,0.031432,0.1519,7.0050,1.6464,OK,
BSDS500,217013,Canny,481,321,0.005980,0.002445,,0.008425,0.0000,469.9298,67.5719,OK,
BSDS500,217013,Sobel,481,321,0.005980,0.002042,,0.008022,0.0000,1131.5299,181.9134,OK,
BSDS500,217013,LoG,481,321,0.005980,0.001214,,0.007194,0.0000,52.0000,5.6431,OK,
BSDS500,217013,ED,481,321,0.005980,0.004655,,0.010635,0.0000,255.0000,52.1987,OK,
BSDS500,217013,PC,481,321,0.005980,0.340189,,0.346169,0.0000,0.4918,0.0208,OK,
BSDS500,217090,GWi,321,481,0.006630,0.012069,,0.018698,0.0000,4.8030,0.7526,OK,
BSDS500,217090,GWi_odps,321,481,0.006630,0.022403,0.006605,0.035637,0.0000,4.8030,0.3827,OK,
BSDS500,217090,GWC,321,481,0.006630,0.026416,,0.033046,0.0569,5.6057,1.6458,OK,
BSDS500,217090,Canny,321,481,0.006630,0.002677,,0.009307,0.0000,485.3246,81.3432,OK,
BSDS500,217090,Sobel,321,481,0.006630,0.002332,,0.008962,0.0000,1098.1848,161.7555,OK,
BSDS500,217090,LoG,321,481,0.006630,0.001312,,0.007941,0.0000,58.0000,6.0771,OK,
BSDS500,217090,ED,321,481,0.006630,0.004985,,0.011615,0.0000,255.0000,56.9799,OK,
BSDS500,217090,PC,321,481,0.006630,0.357356,,0.363985,0.0000,0.5190,0.0250,OK,
BSDS500,220003,GWi,321,481,0.006285,0.011740,,0.018025,0.0000,5.1164,0.8379,OK,
BSDS500,220003,GWi_odps,321,481,0.006285,0.020902,0.006407,0.033594,0.0000,5.1164,0.3920,OK,
BSDS500,220003,GWC,321,481,0.006285,0.024818,,0.031103,0.0000,6.2290,1.7078,OK,
BSDS500,220003,Canny,321,481,0.006285,0.002596,,0.008881,0.0000,471.2282,75.8369,OK,
BSDS500,220003,Sobel,321,481,0.006285,0.002187,,0.008472,0.0000,1059.2771,184.6562,OK,
BSDS500,220003,LoG,321,481,0.006285,0.001166,,0.007452,0.0000,48.0000,5.9786,OK,
BSDS500,220003,ED,321,481,0.006285,0.005917,,0.012202,0.0000,255.0000,61.0047,OK,
BSDS500,220003,PC,321,481,0.006285,0.324187,,0.330473,0.0000,0.4156,0.0145,OK,
BSDS500,223004,GWi,481,321,0.005990,0.010897,,0.016887,0.0000,4.2783,0.4070,OK,
BSDS500,223004,GWi_odps,481,321,0.005990,0.018908,0.005929,0.030828,0.0000,4.2783,0.2192,OK,
BSDS500,223004,GWC,481,321,0.005990,0.023984,,0.029974,0.0276,5.4643,1.3764,OK,
BSDS500,223004,Canny,481,321,0.005990,0.002360,,0.008350,0.0000,485.8662,47.5270,OK,
BSDS500,223004,Sobel,481,321,0.005990,0.002059,,0.008048,0.0000,1037.1162,85.3647,OK,
BSDS500,223004,LoG,481,321,0.005990,0.001136,,0.007125,0.0000,44.0000,3.5944,OK,
BSDS500,223004,ED,481,321,0.005990,0.003487,,0.009477,0.0000,255.0000,39.4471,OK,
BSDS500,223004,PC,481,321,0.005990,0.322844,,0.328834,0.0000,0.7225,0.0397,OK,
BSDS500,223060,GWi,321,481,0.006113,0.011767,,0.017880,0.0000,4.5234,0.5521,OK,
BSDS500,223060,GWi_odps,321,481,0.006113,0.019559,0.006094,0.031766,0.0000,4.5234,0.2738,OK,
BSDS500,223060,GWC,321,481,0.006113,0.023488,,0.029601,0.0233,5.7613,1.4973,OK,
BSDS500,223060,Canny,321,481,0.006113,0.002421,,0.008534,0.0000,439.2289,50.0258,OK,
BSDS500,223060,Sobel,321,481,0.006113,0.001991,,0.008104,0.0000,1042.8749,111.5330,OK,
BSDS500,223060,LoG,321,481,0.006113,0.001155,,0.007268,0.0000,43.0000,4.2803,OK,
BSDS500,223060,ED,321,481,0.006113,0.004154,,0.010267,0.0000,255.0000,45.6123,OK,
BSDS500,223060,PC,321,481,0.006113,0.320098,,0.326210,0.0000,0.6175,0.0270,OK,
BSDS500,225022,GWi,481,321,0.005973,0.011743,,0.017717,0.0000,4.9789,0.3749,OK,
BSDS500,225022,GWi_odps,481,321,0.005973,0.020745,0.008389,0.035108,0.0000,4.9789,0.1825,OK,
BSDS500,225022,GWC,481,321,0.005973,0.024207,,0.030181,0.0000,6.1928,1.3143,OK,
BSDS500,225022,Canny,481,321,0.005973,0.002434,,0.008407,0.0000,459.9217,38.8547,OK,
BSDS500,225022,Sobel,481,321,0.005973,0.002059,,0.008033,0.0000,1083.1694,78.9683,OK,
BSDS500,225022,LoG,481,321,0.005973,0.001140,,0.007113,0.0000,53.0000,3.1965,OK,
BSDS500,225022,ED,481,321,0.005973,0.003710,,0.009684,0.0000,255.0000,35.8055,OK,
BSDS500,225022,PC,481,321,0.005973,0.323069,,0.329042,0.0000,0.6779,0.0326,OK,
BSDS500,226022,GWi,321,481,0.005847,0.010858,,0.016705,0.0000,5.3021,0.7821,OK,
BSDS500,226022,GWi_odps,321,481,0.005847,0.018854,0.006557,0.031258,0.0000,5.3021,0.3880,OK,
BSDS500,226022,GWC,321,481,0.005847,0.023997,,0.029843,0.0066,6.4172,1.6803,OK,
BSDS500,226022,Canny,321,481,0.005847,0.004480,,0.010327,0.0000,504.0674,86.3768,OK,
BSDS500,226022,Sobel,321,481,0.005847,0.002002,,0.007849,0.0000,1093.4944,168.2848,OK,
BSDS500,226022,LoG,321,481,0.005847,0.001332,,0.007178,0.0000,64.0000,6.9021,OK,
BSDS500,226022,ED,321,481,0.005847,0.003987,,0.009834,0.0000,255.0000,57.9048,OK,
BSDS500,226022,PC,321,481,0.005847,0.322689,,0.328536,0.0000,0.5282,0.0260,OK,
BSDS500,226033,GWi,321,481,0.006105,0.011153,,0.017258,0.0000,5.0644,0.8638,OK,
BSDS500,226033,GWi_odps,321,481,0.006105,0.018591,0.005800,0.030496,0.0000,5.0644,0.4474,OK,
BSDS500,226033,GWC,321,481,0.006105,0.025375,,0.031480,0.0000,7.0631,1.7253,OK,
BSDS500,226033,Canny,321,481,0.006105,0.002490,,0.008595,0.0000,508.0157,113.3805,OK,
BSDS500,226033,Sobel,321,481,0.006105,0.002092,,0.008197,0.0000,1116.7784,190.5484,OK,
BSDS500,226033,LoG,321,481,0.006105,0.001293,,0.007398,0.0000,52.0000,8.2906,OK,
BSDS500,226033,ED,321,481,0.006105,0.004298,,0.010403,0.0000,255.0000,57.4027,OK,
BSDS500,226033,PC,321,481,0.006105,0.322064,,0.328169,0.0000,0.3843,0.0213,OK,
BSDS500,226043,GWi,481,321,0.005921,0.012463,,0.018385,0.0000,4.8467,0.4723,OK,
BSDS500,226043,GWi_odps,481,321,0.005921,0.020145,0.006802,0.032869,0.0000,4.8467,0.2315,OK,
BSDS500,226043,GWC,481,321,0.005921,0.024620,,0.030541,0.0000,5.7554,1.3519,OK,
BSDS500,226043,Canny,481,321,0.005921,0.002564,,0.008485,0.0000,483.6404,72.1188,OK,
BSDS500,226043,Sobel,481,321,0.005921,0.002084,,0.008005,0.0000,1032.4186,97.6104,OK,
BSDS500,226043,LoG,481,321,0.005921,0.001163,,0.007084,0.0000,47.0000,4.2006,OK,
BSDS500,226043,ED,481,321,0.005921,0.003619,,0.009541,0.0000,255.0000,35.6073,OK,
BSDS500,226043,PC,481,321,0.005921,0.320197,,0.326118,0.0000,0.6217,0.0509,OK,
BSDS500,226060,GWi,481,321,0.005722,0.011362,,0.017084,0.0000,4.8857,0.4369,OK,
BSDS500,226060,GWi_odps,481,321,0.005722,0.019104,0.006126,0.030952,0.0000,4.8857,0.2122,OK,
BSDS500,226060,GWC,481,321,0.005722,0.024535,,0.030257,0.0091,6.5871,1.3175,OK,
